代码,标的,市值快照日期,快照时间,总市值(亿元),市值状态,观察状态,边界复核,主层级,细分,来源网站,来源条数,当前等级,第一变量,样本角色,下一步回源,证伪点
002416,爱施德,2026-07-10,20260710161442,109.80,>=100亿元,强制观察,是,云与算力运营,算力租赁,同花顺,1,L0/L1,合同交付、起租、利用率、回款、OCF,细分候选/组内补漏,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润
000837,秦川机床,2026-07-10,20260710161430,109.68,>=100亿元,强制观察,是,终端与具身智能,人形机器人、减速器、机器人执行器、机器人概念,东方财富,4,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688160,步科股份,2026-07-10,20260710161447,109.57,>=100亿元,强制观察,是,终端与具身智能,人形机器人、机器人执行器、机器人概念,东方财富,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
000035,中国天楹,2026-07-10,20260710161442,109.37,>=100亿元,强制观察,是,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
600268,国电南自,2026-07-10,20260710161433,109.31,>=100亿元,强制观察,是,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002348,高乐股份,2026-07-10,20260710161439,109.05,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
300682,朗新科技,2026-07-10,20260710161418,109.01,>=100亿元,强制观察,是,工具链与基础软件、待二次归类,人工智能、边缘计算,东方财富,2,L0/L1,待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
002579,中京电子,2026-07-10,20260710161409,108.68,>=100亿元,强制观察,是,先进封装、待二次归类、终端与具身智能,AI手机、人工智能、人形机器人、先进封装,东方财富,4,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、封装产能、客户、订单、良率与CapEx回报、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
002970,锐明技术,2026-07-10,20260710161412,108.26,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
301366,一博科技,2026-07-10,20260710161500,108.18,>=100亿元,强制观察,是,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
688261,东微半导,2026-07-10,20260710161438,107.88,>=100亿元,强制观察,是,晶圆制造与材料、终端与具身智能,机器人概念、第四代半导体,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
000599,青岛双星,2026-07-10,20260710161457,107.01,>=100亿元,强制观察,是,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
301216,万凯新材,2026-07-10,20260710161500,106.70,>=100亿元,强制观察,是,终端与具身智能,人形机器人、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
300468,四方精创,2026-07-10,20260710161400,106.50,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
603319,美湖股份,2026-07-10,20260710161436,106.49,>=100亿元,强制观察,是,供配电与温控、晶圆制造与材料、终端与具身智能,PEEK材料概念、人形机器人、机器人概念、液冷服务器,东方财富、同花顺,4,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、订单、交付、收入确认、OCF和客户结构、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
002283,天润工业,2026-07-10,20260710161430,105.97,>=100亿元,强制观察,是,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688227,品高股份,2026-07-10,20260710161443,105.71,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
000727,冠捷科技,2026-07-10,20260710161412,105.54,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
688669,聚石化学,2026-07-10,20260710161439,105.43,>=100亿元,强制观察,是,晶圆制造与材料,光刻胶,同花顺,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
600006,东风股份,2026-07-10,20260710161436,105.40,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
603360,百傲化学,2026-07-10,20260710161450,104.94,>=100亿元,强制观察,是,晶圆制造与材料,光刻机,同花顺,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
300139,晓程科技,2026-07-10,20260710161418,104.61,>=100亿元,强制观察,是,晶圆制造与材料、计算芯片,半导体概念、国产芯片,东方财富,2,L0/L1,芯片出货、客户导入、国产替代、端侧/推理渗透、订单、客户、材料/设备收入、国产替代验证,题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
300377,赢时胜,2026-07-10,20260710161454,104.54,>=100亿元,强制观察,是,待二次归类、终端与具身智能,人工智能、虚拟机器人,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002713,*ST东易,2026-07-10,20260710161454,104.37,>=100亿元,强制观察,是,云与算力运营、待二次归类,人工智能、算力租赁,东方财富、同花顺,2,L0/L1,合同交付、起租、利用率、回款、OCF、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、无法回源到正式经营变量，维持L0/L1或剔除
688165,埃夫特-U,2026-07-10,20260710161434,104.15,>=100亿元,强制观察,是,待二次归类、终端与具身智能,人工智能、人形机器人、减速器、机器人概念、机器视觉,东方财富、同花顺,5,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
603039,泛微网络,2026-07-10,20260710161431,104.07,>=100亿元,强制观察,是,待二次归类,中国AI 50,同花顺,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
300768,迪普科技,2026-07-10,20260710161445,103.72,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
300674,宇信科技,2026-07-10,20260710161415,103.71,>=100亿元,强制观察,是,应用平台、待二次归类、终端与具身智能,ChatGPT概念、人工智能、智谱AI概念、机器人概念,东方财富,4,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
688611,杭州柯林,2026-07-10,20260710161454,103.03,>=100亿元,强制观察,是,存储链、终端与具身智能,传感器、存储芯片,东方财富、同花顺,2,L0/L1,价格、出货、客户绑定、测试/封测配套收入、出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
002169,智光电气,2026-07-10,20260710161418,103.00,>=100亿元,强制观察,是,工具链与基础软件,边缘计算,东方财富,1,L0/L1,部署量、客户、收入、云边协同成本,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证
603211,晋拓股份,2026-07-10,20260710161449,102.96,>=100亿元,强制观察,是,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
603890,春秋电子,2026-07-10,20260710161500,102.41,>=100亿元,强制观察,是,终端与具身智能,AIPC、人形机器人,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688381,帝奥微,2026-07-10,20260710161432,102.39,>=100亿元,强制观察,是,终端与具身智能,AI手机、人形机器人、机器人概念,东方财富,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
300130,新国都,2026-07-10,20260710161427,102.34,>=100亿元,强制观察,是,待二次归类、数据层,AI语料、人工智能,东方财富、同花顺,2,L0/L1,待补第一变量、数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
002803,吉宏股份,2026-07-10,20260710161433,102.31,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
300322,硕贝德,2026-07-10,20260710161418,102.22,>=100亿元,强制观察,是,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
001208,华菱线缆,2026-07-10,20260710161433,102.07,>=100亿元,强制观察,是,终端与具身智能,人形机器人、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
002730,电光科技,2026-07-10,20260710161409,101.74,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
002987,京北方,2026-07-10,20260710161430,100.97,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
600666,奥瑞德,2026-07-10,20260710161448,100.97,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
300486,东杰智能,2026-07-10,20260710161415,100.92,>=100亿元,强制观察,是,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
300624,万兴科技,2026-07-10,20260710161451,100.79,>=100亿元,强制观察,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
605178,时空科技,2026-07-10,20260710161500,100.62,>=100亿元,强制观察,是,存储链、晶圆制造与材料,半导体概念、存储芯片,东方财富,2,L0/L1,价格、出货、客户绑定、测试/封测配套收入、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
002204,大连重工,2026-07-10,20260710161406,100.43,>=100亿元,强制观察,是,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
002839,张家港行,2026-07-10,20260710161500,99.97,90-100亿元,边界复核,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
003009,中天火箭,2026-07-10,20260710161457,99.88,90-100亿元,边界复核,是,晶圆制造与材料,第三代半导体,东方财富,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
002063,远光软件,2026-07-10,20260710161418,99.41,90-100亿元,边界复核,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
601900,南方传媒,2026-07-10,20260710161455,99.31,90-100亿元,边界复核,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
688135,利扬芯片,2026-07-10,20260710161500,99.14,90-100亿元,边界复核,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
000555,神州信息,2026-07-10,20260710161424,98.94,90-100亿元,边界复核,是,工具链与基础软件、待二次归类,人工智能、边缘计算,东方财富,2,L0/L1,待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
300276,三丰智能,2026-07-10,20260710161409,98.77,90-100亿元,边界复核,是,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
603262,技源集团,2026-07-10,20260710161436,98.76,90-100亿元,边界复核,是,应用平台,AI智能体,东方财富、同花顺,2,L0/L1,付费客户、续费、项目收入、调用量、OCF,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证
300497,富祥股份,2026-07-10,20260710161448,98.68,90-100亿元,边界复核,是,晶圆制造与材料,光刻胶,同花顺,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
002276,万马股份,2026-07-10,20260710161451,98.58,90-100亿元,边界复核,是,数据中心与基础设施、终端与具身智能,人形机器人、数据中心(AIDC)、机器人概念,东方财富、同花顺,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、机柜资源、上架率、利用率、融资成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
601801,皖新传媒,2026-07-10,20260710161447,98.48,90-100亿元,边界复核,是,应用平台、待二次归类,人工智能、智谱AI概念,东方财富,2,L0/L1,付费客户、续费、项目收入、调用量、OCF、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
301379,天山电子,2026-07-10,20260710161500,98.43,90-100亿元,边界复核,是,存储链、待二次归类、高速互联,PCB、人工智能、存储芯片,东方财富,3,L0/L1,价格、出货、客户绑定、测试/封测配套收入、待补第一变量、速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏、题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
300327,中颖电子,2026-07-10,20260710161412,98.38,90-100亿元,边界复核,是,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688628,优利德,2026-07-10,20260710161438,97.95,90-100亿元,边界复核,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
300252,金信诺,2026-07-10,20260710161448,97.50,90-100亿元,边界复核,是,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002315,焦点科技,2026-07-10,20260710161424,97.16,90-100亿元,边界复核,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
300415,伊之密,2026-07-10,20260710161427,97.13,90-100亿元,边界复核,是,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
300909,汇创达,2026-07-10,20260710161403,96.86,90-100亿元,边界复核,是,终端与具身智能,AIPC、AI手机,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
000839,国安股份,2026-07-10,20260710161448,96.82,90-100亿元,边界复核,是,待二次归类、数据层,AI语料、人工智能,东方财富、同花顺,3,L0/L1,待补第一变量、数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
301568,思泰克,2026-07-10,20260710161433,96.55,90-100亿元,边界复核,是,待二次归类、晶圆制造与材料,人工智能、光刻机、光刻胶,东方财富、同花顺,3,L0/L1,待补第一变量、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
603045,福达合金,2026-07-10,20260710161437,96.50,90-100亿元,边界复核,是,数据中心与基础设施,数据中心、数据中心(AIDC),东方财富、同花顺,2,L0/L1,机柜资源、上架率、利用率、融资成本,细分候选/组内补漏,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润
605133,嵘泰股份,2026-07-10,20260710161455,96.42,90-100亿元,边界复核,是,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
000917,电广传媒,2026-07-10,20260710161415,96.39,90-100亿元,边界复核,是,应用平台,智谱AI概念,东方财富,1,L0/L1,付费客户、续费、项目收入、调用量、OCF,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证
000795,英洛华,2026-07-10,20260710161409,96.22,90-100亿元,边界复核,是,终端与具身智能,减速器、机器人执行器、机器人概念,东方财富,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
600446,金证股份,2026-07-10,20260710161444,95.73,90-100亿元,边界复核,是,待二次归类、终端与具身智能,人工智能、虚拟机器人,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
600718,东软集团,2026-07-10,20260710161438,95.72,90-100亿元,边界复核,是,工具链与基础软件、应用平台、待二次归类,ChatGPT概念、中国AI 50、人工智能、边缘计算,东方财富、同花顺,4,L0/L1,付费客户、续费、项目收入、调用量、OCF、待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
300873,海晨股份,2026-07-10,20260710161427,95.71,90-100亿元,边界复核,是,应用平台、终端与具身智能,AI智能体、机器人概念,东方财富,2,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
300031,宝通科技,2026-07-10,20260710161412,95.06,90-100亿元,边界复核,是,待二次归类、终端与具身智能,人工智能、人形机器人、机器人概念,东方财富,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
603915,国茂股份,2026-07-10,20260710161500,94.64,90-100亿元,边界复核,是,终端与具身智能,减速器、机器人执行器、机器人概念,东方财富,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
