代码,标的,市值快照日期,快照时间,总市值(亿元),市值来源,市值状态,观察状态,AI路由状态,边界复核,主层级,细分,来源网站,来源条数,当前等级,第一变量,样本角色,下一步回源,证伪点
688662,富信科技,2026-07-10,15:34:59,124.52,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
300687,赛意信息,2026-07-10,15:35:30,124.44,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,云与算力运营、工具链与基础软件、应用平台、待二次归类、终端与具身智能,AI应用、AI智能体、人工智能、多模态AI、机器人概念、算力租赁、边缘计算,东方财富、同花顺,8,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比、合同交付、起租、利用率、回款、OCF、待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
605196,华通线缆,2026-07-10,15:34:59,124.27,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
688306,均普智能,2026-07-10,15:00:01,124.06,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,应用平台、终端与具身智能,AI智能体、人形机器人、传感器、机器人概念、机器视觉,东方财富、同花顺,5,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
000028,国药一致,2026-07-10,15:35:45,123.79,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
300357,我武生物,2026-07-10,15:35:45,123.72,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
002079,苏州固锝,2026-07-10,15:35:30,123.55,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,终端与具身智能,人形机器人,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
002539,云图控股,2026-07-10,15:35:15,123.31,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002020,京新药业,2026-07-10,15:35:15,123.30,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
600285,羚锐制药,2026-07-10,15:34:59,123.18,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
688321,微芯生物,2026-07-10,15:00:03,122.87,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
688275,万润新能,2026-07-10,15:34:59,122.83,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
688530,欧莱新材,2026-07-10,15:34:59,122.75,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
300113,顺网科技,2026-07-10,15:35:00,122.70,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,工具链与基础软件、待二次归类,人工智能、边缘计算,东方财富,2,L0/L1,待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
300777,中简科技,2026-07-10,15:35:00,122.63,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
601619,嘉泽新能,2026-07-10,15:00:03,122.63,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
600211,西藏药业,2026-07-10,15:34:59,122.58,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
000510,新金路,2026-07-10,15:36:00,122.57,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002139,拓邦股份,2026-07-10,15:35:30,122.44,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,供配电与温控、工具链与基础软件、应用平台、待二次归类、数据中心与基础设施、晶圆制造与材料、终端与具身智能,AI应用、AI智能体、人工智能、人形机器人、半导体概念、数据中心(AIDC)、机器人概念、机器视觉、液冷服务器、边缘计算,东方财富、同花顺,10,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、机柜资源、上架率、利用率、融资成本、订单、交付、收入确认、OCF和客户结构、订单、客户、材料/设备收入、国产替代验证、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
000762,西藏矿业,2026-07-10,15:35:30,122.34,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
301188,力诺药包,2026-07-10,15:35:45,122.34,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
603093,南华期货,2026-07-10,15:34:59,122.30,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
600058,五矿发展,2026-07-10,15:34:59,121.98,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
000410,沈阳机床,2026-07-10,15:35:15,121.86,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
300428,立中集团,2026-07-10,15:35:45,121.83,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,终端与具身智能,人形机器人,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
300775,三角防务,2026-07-10,15:35:30,121.83,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
300353,东土科技,2026-07-10,15:35:00,121.75,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,工具链与基础软件、应用平台、待二次归类、终端与具身智能,AI智能体、人工智能、机器人概念、边缘计算,东方财富、同花顺,4,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002254,泰和新材,2026-07-10,15:35:15,121.70,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
000905,厦门港务,2026-07-10,15:36:00,121.69,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
603011,合锻智能,2026-07-10,15:34:59,121.63,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002847,盐津铺子,2026-07-10,15:35:15,121.61,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
301127,武汉天源,2026-07-10,15:35:30,121.40,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002922,伊戈尔,2026-07-10,15:35:45,121.37,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
603601,再升科技,2026-07-10,15:34:59,121.20,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
000156,华数传媒,2026-07-10,15:35:15,121.18,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,云与算力运营,算力租赁,同花顺,1,L0/L1,合同交付、起租、利用率、回款、OCF,细分候选/组内补漏,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润
301248,杰创智能,2026-07-10,15:35:00,121.15,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
301571,国科天成,2026-07-10,15:35:45,121.13,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
600338,西藏珠峰,2026-07-10,15:34:59,121.13,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002361,神剑股份,2026-07-10,15:35:45,121.07,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
603707,健友股份,2026-07-10,15:00:00,121.01,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002119,康强电子,2026-07-10,15:35:30,120.95,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
301630,同宇新材,2026-07-10,15:35:00,120.85,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002978,安宁股份,2026-07-10,15:35:15,120.83,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002289,宇顺电子,2026-07-10,15:35:00,120.59,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,云与算力运营,算力租赁,同花顺,1,L0/L1,合同交付、起租、利用率、回款、OCF,细分候选/组内补漏,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润
002031,巨轮智能,2026-07-10,15:36:00,120.53,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类、终端与具身智能,人工智能、人形机器人、减速器、机器人概念、机器视觉,东方财富、同花顺,5,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
600529,山东药玻,2026-07-10,15:00:03,120.51,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
301015,百洋医药,2026-07-10,15:35:00,120.47,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
002217,ST合力泰,2026-07-10,15:35:30,120.42,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,云与算力运营、数据中心与基础设施,东数西算(算力)、算力概念、算力租赁,东方财富、同花顺,3,L0/L1,合同交付、起租、利用率、回款、OCF、机柜资源、上架率、利用率、融资成本,细分候选/组内补漏、题材外溢/低纯度观察,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润
301421,波长光电,2026-07-10,15:35:45,120.27,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,晶圆制造与材料,光刻机,同花顺,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
600821,金开新能,2026-07-10,15:34:59,120.20,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
600458,时代新材,2026-07-10,15:34:59,120.18,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002019,亿帆医药,2026-07-10,15:36:00,120.06,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
601033,永兴股份,2026-07-10,15:00:03,119.97,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
688209,英集芯,2026-07-10,15:34:59,119.94,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
300229,拓尔思,2026-07-10,15:35:45,119.86,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类、数据层,AI语料、人工智能,东方财富、同花顺,2,L0/L1,待补第一变量、数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
002946,新乳业,2026-07-10,15:35:00,119.81,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
000801,四川九洲,2026-07-10,15:35:30,119.62,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
600916,中国黄金,2026-07-10,15:34:59,119.62,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
001393,维通利,2026-07-10,15:35:30,119.46,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
688337,普源精电,2026-07-10,15:34:59,119.35,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
000612,焦作万方,2026-07-10,15:35:30,119.34,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
300145,南方泵业,2026-07-10,15:35:15,119.06,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
301191,菲菱科思,2026-07-10,15:35:30,119.02,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
601512,中新集团,2026-07-10,15:34:59,118.86,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
600315,上海家化,2026-07-10,15:00:01,118.85,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
002091,江苏国泰,2026-07-10,15:36:00,118.82,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
000908,石药景峰,2026-07-10,15:35:30,118.77,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待路由,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录
603888,新华网,2026-07-10,15:34:59,118.75,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类、数据层,AI语料、人工智能,东方财富、同花顺,3,L0/L1,待补第一变量、数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
301488,豪恩汽电,2026-07-10,15:35:30,118.68,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,终端与具身智能、计算芯片,人形机器人、机器人概念、英伟达概念,东方财富,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、芯片出货、客户导入、国产替代、端侧/推理渗透,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
