代码,标的,市值快照日期,快照时间,总市值(亿元),市值来源,市值状态,观察状态,AI路由状态,边界复核,主层级,细分,来源网站,来源条数,当前等级,第一变量,样本角色,下一步回源,证伪点,路由结论,审计状态,建议主层级,建议细分,业务证据等级,业务证据来源,业务证据抓取日期,公司类型,主营业务,判定理由,下一步动作
300185,通裕重工,2026-07-10,15:35:45,110.59,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/300185.phtml,2026-07-12,其它,"从事大型自由锻件产品的研发、生产和销售,形成了集大型锻件坯料制备、铸锻造、热处理、大型成套设备设计制造于一体的完整产业链。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
603220,中贝通信,2026-07-10,15:34:59,110.54,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/603220.phtml,2026-07-12,其它,"专业从事通信网络技术服务的高新技术企业,业务以通信网络建设为主,同时兼顾通信与信息化系统集成、通信网络优化与维护、通信网络规划与设计业务。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
300315,掌趣科技,2026-07-10,15:35:30,110.47,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/300315.phtml,2026-07-12,其它,"游戏的开发、发行与运营,目前主要包括移动终端游戏、互联网页面游戏及其周边产品的产品开发、发行推广和运营维护等。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
301070,开勒股份,2026-07-10,15:35:45,110.20,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,应用平台、待二次归类、计算芯片,AI制药（医疗）、人工智能、华为昇腾、多模态AI,东方财富,4,L0/L1,付费客户、续费、项目收入、调用量、OCF、待补第一变量、芯片出货、客户导入、国产替代、端侧/推理渗透,细分候选/组内补漏、题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,应用平台、待二次归类、计算芯片,AI制药（医疗）、人工智能、华为昇腾、多模态AI,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源
688112,鼎阳科技,2026-07-10,15:00:03,110.15,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,计算芯片,英伟达概念,东方财富,1,L0/L1,芯片出货、客户导入、国产替代、端侧/推理渗透,题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,AI产业链相关,已路由,计算芯片,英伟达概念,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源公告、年报、订单、客户、产能、毛利率和现金流字段
301566,达利凯普,2026-07-10,15:35:00,109.96,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/301566.phtml,2026-07-12,其它,射频微波瓷介电容器的研发、制造及销售。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
002440,闰土股份,2026-07-10,15:35:30,109.93,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/002440.phtml,2026-07-12,其它,从事纺织染料、印染助剂和化工原料的研发、生产和销售。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
000793,*ST华闻,2026-07-10,15:35:45,109.85,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,工具链与基础软件,边缘计算,东方财富,1,L0/L1,部署量、客户、收入、云边协同成本,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证,AI产业链相关,已路由,工具链与基础软件,边缘计算,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源年报、IR、产品价格、客户案例和收入/续费字段
002416,爱施德,2026-07-10,15:35:15,109.80,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,云与算力运营,算力租赁,同花顺,1,L0/L1,合同交付、起租、利用率、回款、OCF,细分候选/组内补漏,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润,AI产业链相关,已路由,云与算力运营,算力租赁,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF
688710,益诺思,2026-07-10,15:34:59,109.78,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,制药与医药流通,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/688710.phtml,2026-07-12,其它,专业提供生物医药非临床研究服务为主的综合研发服务(CRO)。,主营业务出现“医药”，当前可见主业属于制药与医药流通，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
002051,中工国际,2026-07-10,15:36:00,109.77,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/002051.phtml,2026-07-12,其它,国际工程承包、投资和贸易。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
600116,三峡水利,2026-07-10,15:34:59,109.76,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600116.phtml,2026-07-12,其它,"电力生产、供应,锰矿开采及电解锰生产加工销售等业务。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
000837,秦川机床,2026-07-10,15:35:30,109.68,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,终端与具身智能,人形机器人、减速器、机器人执行器、机器人概念,东方财富,4,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,AI产业链相关,已路由,终端与具身智能,人形机器人、减速器、机器人执行器、机器人概念,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分
002366,融发核电,2026-07-10,15:35:00,109.67,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/002366.phtml,2026-07-12,其它,"高端装备机械制造业务,为核电、能源、电力、石化、冶金等行业及国防提供重大技术装备、高新部件和技术服务。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
002011,盾安环境,2026-07-10,15:35:30,109.62,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/002011.phtml,2026-07-12,其它,"制冷配件、制冷设备的研发设计、生产和销售,以及提供节能服务系统解决方案。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
688160,步科股份,2026-07-10,15:34:59,109.57,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,终端与具身智能,人形机器人、机器人执行器、机器人概念,东方财富,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,AI产业链相关,已路由,终端与具身智能,人形机器人、机器人执行器、机器人概念,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分
920068,天工股份,2026-07-10,15:30:00,109.55,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/920068.phtml,2026-07-12,其它,钛及钛合金材料的研发、生产与销售。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
600198,大唐电信,2026-07-10,15:34:59,109.50,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600198.phtml,2026-07-12,其它,主要从事各类通信网络系统、各类通信终端、计算机软硬件及外部设备、网络管理和信息安全应用软件、微电子等产品开发、生产、销售以及系统集成和网络建设。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
605006,山东玻纤,2026-07-10,15:34:59,109.48,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/605006.phtml,2026-07-12,其它,"玻璃纤维及其制品的研发、生产与销售,同时在沂水县范围内提供热电产品。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
000035,中国天楹,2026-07-10,15:35:15,109.37,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,待二次归类、终端与具身智能,人工智能、机器人概念,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源
600268,国电南自,2026-07-10,15:00:06,109.31,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,待二次归类、终端与具身智能,人工智能、机器人概念,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源
600864,哈投股份,2026-07-10,15:34:59,109.23,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600864.phtml,2026-07-12,投资公司,"热电业务,证券服务业务。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
002096,易普力,2026-07-10,15:35:15,109.16,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/002096.phtml,2026-07-12,其它,"民爆器材、军品的生产、研发与销售,工程爆破服务等业务。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
002348,高乐股份,2026-07-10,15:35:45,109.05,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,待二次归类,人工智能,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,按细分补公告、年报、IR或产品页回源
301326,捷邦科技,2026-07-10,15:35:45,109.04,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/301326.phtml,2026-07-12,其它,"为定制化的精密功能件和结构件生产服务商,能够为客户提供包括产品设计研发、材料选型验证、模具设计、试制、测试、量产等一系列服务。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
300682,朗新科技,2026-07-10,15:35:15,109.01,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,工具链与基础软件、待二次归类,人工智能、边缘计算,东方财富,2,L0/L1,待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,工具链与基础软件、待二次归类,人工智能、边缘计算,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源
601339,百隆东方,2026-07-10,15:34:59,108.87,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601339.phtml,2026-07-12,其它,色纺纱的研发、生产和销售。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
688486,龙迅股份,2026-07-10,15:00:03,108.83,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/688486.phtml,2026-07-12,其它,高清视频信号处理和高速信号传输芯片及相关IP的研发、设计和销售。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
603328,依顿电子,2026-07-10,15:34:59,108.73,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/603328.phtml,2026-07-12,其它,高精度、高密度双层及多层印刷线路板的制造和销售。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
002579,中京电子,2026-07-10,15:35:15,108.68,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,先进封装、待二次归类、终端与具身智能,AI手机、人工智能、人形机器人、先进封装,东方财富,4,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、封装产能、客户、订单、良率与CapEx回报、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,先进封装、待二次归类、终端与具身智能,AI手机、人工智能、人形机器人、先进封装,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源
603125,常青科技,2026-07-10,15:34:59,108.50,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/603125.phtml,2026-07-12,其它,"从事高分子新材料特种单体及专用助剂的研发、生产和销售的高新技术企业,致力于为下游高分子新材料的产品制造、性能改善、功能增强提供支撑。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
002081,金 螳 螂,2026-07-10,15:36:00,108.34,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/002081.phtml,2026-07-12,其它,承接酒店、写字楼、图书馆、医院、体育场馆等公共装饰工程的设计及施工;建筑幕墙工程的制作和施工;木制品制作等。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
002970,锐明技术,2026-07-10,15:35:30,108.26,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,待二次归类,人工智能,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,按细分补公告、年报、IR或产品页回源
301366,一博科技,2026-07-10,15:35:30,108.18,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,是,待二次归类、终端与具身智能,人工智能、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,待二次归类、终端与具身智能,人工智能、机器人概念,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源
000099,中信海直,2026-07-10,15:36:00,108.06,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,是,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/000099.phtml,2026-07-12,其它,海上石油、港口引航、陆上通航、通航维修、融资租赁等。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
