主层级,细分,来源网站,概念/题材,标的,代码,市场,来源页面,来源日期,来源等级,当前等级,第一变量,样本角色,下一步回源,证伪点,备注
应用平台,AI应用,韭研公社,AI应用,巨能股份,,待核,https://www.jiuyangongshe.com/a/3y3e2ff9mpq,2026-07-04,C级社区线索 / 待公告回源,L0/L1,付费客户、续费、项目收入、调用量、OCF,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网产业链的最前端，成为支撑所有AI应用落地的核心底座。不同于面向消费端的通用算力中心，工业场景对算力的分层调度能力提出了极致要求：毫秒级的生产控制需要边缘计算节；时间：2026-07-04 12:38:50；摘录：Vin7的大 高抛低吸的老司机 2026-07-04 12:38:50 关注 2.5万亿增量锚定AI，工业互联网告别炒平台概念，转到算力+AI新周期时代 网产业
应用平台,AI应用,韭研公社,AI应用,锐捷网络,,待核,https://www.jiuyangongshe.com/a/3y3e2ff9mpq,2026-07-04,C级社区线索 / 待公告回源,L0/L1,付费客户、续费、项目收入、调用量、OCF,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网产业链的最前端，成为支撑所有AI应用落地的核心底座。不同于面向消费端的通用算力中心，工业场景对算力的分层调度能力提出了极致要求：毫秒级的生产控制需要边缘计算节；时间：2026-07-04 12:38:50；摘录：Vin7的大 高抛低吸的老司机 2026-07-04 12:38:50 关注 2.5万亿增量锚定AI，工业互联网告别炒平台概念，转到算力+AI新周期时代 网产业
应用平台,AI应用,韭研公社,AI应用,汉威科技,,待核,https://www.jiuyangongshe.com/a/3y3e2ff9mpq,2026-07-04,C级社区线索 / 待公告回源,L0/L1,付费客户、续费、项目收入、调用量、OCF,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网产业链的最前端，成为支撑所有AI应用落地的核心底座。不同于面向消费端的通用算力中心，工业场景对算力的分层调度能力提出了极致要求：毫秒级的生产控制需要边缘计算节；时间：2026-07-04 12:38:50；摘录：Vin7的大 高抛低吸的老司机 2026-07-04 12:38:50 关注 2.5万亿增量锚定AI，工业互联网告别炒平台概念，转到算力+AI新周期时代 网产业
应用平台,AI应用,韭研公社,AI应用,埃斯顿,,待核,https://www.jiuyangongshe.com/a/3y3e2ff9mpq,2026-07-04,C级社区线索 / 待公告回源,L0/L1,付费客户、续费、项目收入、调用量、OCF,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网产业链的最前端，成为支撑所有AI应用落地的核心底座。不同于面向消费端的通用算力中心，工业场景对算力的分层调度能力提出了极致要求：毫秒级的生产控制需要边缘计算节；时间：2026-07-04 12:38:50；摘录：Vin7的大 高抛低吸的老司机 2026-07-04 12:38:50 关注 2.5万亿增量锚定AI，工业互联网告别炒平台概念，转到算力+AI新周期时代 网产业
应用平台,AI应用,韭研公社,AI应用,江波龙,,待核,https://www.jiuyangongshe.com/a/2gpfqh8hgmg,2026-07-03,C级社区线索 / 待公告回源,L0/L1,付费客户、续费、项目收入、调用量、OCF,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：美元。这一数据为市场提供了锚定AI应用，尤其是多模态赛道估值的关键量化指标，证明了AI短剧出海业务已形成可规模化的商业闭环，其当前市值尚未完全反映这一高速增长的；时间：2026-07-03 23:32:41；摘录：每日题材收集 航行五百年的机构 2026-07-03 23:32:41 关注 7.3题材 美元。这一数据为市场提供了锚定AI应用，尤其是多模态赛道估值的关键量化
应用平台,AI应用,韭研公社,AI应用,未提取/待人工复核,,待核,https://www.jiuyangongshe.com/a/44cf6fa4e28a4c4bba71f1587e20ab3f,2026-07-03,C级社区线索 / 待公告回源,L0/L1,付费客户、续费、项目收入、调用量、OCF,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：影响国内国产替代独立主线；3）AI应用端受益，AI营销、AI短剧视频、AI办公等领域有望加速企业客户付费渗透；同时中小企业使用门槛大幅降低，打开长期增量空间。相；时间：2026-07-03 12:10:28；摘录：捡一树洞的坚果 2026-07-03 12:10:28 关注 （中文在线）我们对Meta拟筹备AI云算力租赁业务事件的思考 影响国内国产替代独立主线；3）AI应
应用平台,AI应用,韭研公社,AI应用,晋拓股份,,待核,https://www.jiuyangongshe.com/a/119hg7wpf55,2026-07-03,C级社区线索 / 待公告回源,L0/L1,付费客户、续费、项目收入、调用量、OCF,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：册资本3000万人民币，主业为AI应用软件开发与机器人研发。 2、公司与越疆机器人存在业务合作，为其提供铝合金结构件等机器人零部件。2025年4月23日公告，公；时间：2026-07-03 12:01:05；摘录：韭菜团子 2026-07-03 12:01:05 特别关注 07月03日晋拓股份股票异动解析 册资本3000万人民币，主业为AI应用软件开发与机器人研发。 2、
高速互联,CPO,韭研公社,CPO,申菱环境,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网络通信，800G/1.6T/CPO/硅光是业绩兑现方向。#重点看新易盛、中际旭创、天孚通信、光迅科技、华工科技、太辰光、剑桥科技、东山精密、联特科技。 4）高；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 网络通信，800G/
高速互联,CPO,韭研公社,CPO,中石科技,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网络通信，800G/1.6T/CPO/硅光是业绩兑现方向。#重点看新易盛、中际旭创、天孚通信、光迅科技、华工科技、太辰光、剑桥科技、东山精密、联特科技。 4）高；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 网络通信，800G/
高速互联,CPO,韭研公社,CPO,思泉新材,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网络通信，800G/1.6T/CPO/硅光是业绩兑现方向。#重点看新易盛、中际旭创、天孚通信、光迅科技、华工科技、太辰光、剑桥科技、东山精密、联特科技。 4）高；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 网络通信，800G/
高速互联,CPO,韭研公社,CPO,中际旭创,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网络通信，800G/1.6T/CPO/硅光是业绩兑现方向。#重点看新易盛、中际旭创、天孚通信、光迅科技、华工科技、太辰光、剑桥科技、东山精密、联特科技。 4）高；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 网络通信，800G/
高速互联,CPO,韭研公社,CPO,生益科技,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网络通信，800G/1.6T/CPO/硅光是业绩兑现方向。#重点看新易盛、中际旭创、天孚通信、光迅科技、华工科技、太辰光、剑桥科技、东山精密、联特科技。 4）高；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 网络通信，800G/
高速互联,CPO,韭研公社,CPO,江波龙,,待核,https://www.jiuyangongshe.com/a/3y3epvsl8l6,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网络通信，800G/1.6T/CPO/硅光是业绩兑现方向。#重点看新易盛、中际旭创、天孚通信、光迅科技、华工科技、太辰光、剑桥科技、东山精密、联特科技。 4）高；时间：2026-07-04 21:50:22；摘录：孤独成功 中线波段的龙头选手 2026-07-04 21:50:22 关注 谁是下一个江波龙？ 网络通信，800G/1.6T/CPO/硅光是业绩兑现方向。#重点
高速互联,CPO,韭研公社,CPO,生益科技,,待核,https://www.jiuyangongshe.com/a/2z5gats00h4,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网络通信，800G/1.6T/CPO/硅光是业绩兑现方向。#重点看新易盛、中际旭创、天孚通信、光迅科技、华工科技、太辰光、剑桥科技、东山精密、联特科技。 4）高；时间：2026-07-04 20:38:41；摘录：戈壁淘金 只买龙头的老司机 2026-07-04 20:38:41 关注 ‼️【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 网络通信，800G/1
高速互联,CPO,韭研公社,CPO,未提取/待人工复核,,待核,https://www.jiuyangongshe.com/a/a396cb8c071049bea6a3301289218f67,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：网络通信，800G/1.6T/CPO/硅光是业绩兑现方向。#重点看新易盛、中际旭创、天孚通信、光迅科技、华工科技、太辰光、剑桥科技、东山精密、联特科技。 4）高；时间：2026-07-04 18:48:30；摘录：蹦恰恰~ 2026-07-04 18:48:30 关注 ‼️【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 网络通信，800G/1.6T/CPO/硅
高速互联,CPO,韭研公社,CPO,长电科技,,待核,https://www.jiuyangongshe.com/a/3fmf5ejv8n3,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一高端TGV玻璃通孔设备全国产化 ⭐⭐⭐⭐⭐ 🌟 盛美上海🔥 688082 TSV；时间：2026-07-04 16:07:41；摘录：韭芯 春风吹又生的老韭菜 2026-07-04 16:07:41 关注 华为韬定律 ①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一
高速互联,CPO,韭研公社,CPO,通富微电,,待核,https://www.jiuyangongshe.com/a/3fmf5ejv8n3,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一高端TGV玻璃通孔设备全国产化 ⭐⭐⭐⭐⭐ 🌟 盛美上海🔥 688082 TSV；时间：2026-07-04 16:07:41；摘录：韭芯 春风吹又生的老韭菜 2026-07-04 16:07:41 关注 华为韬定律 ①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一
高速互联,CPO,韭研公社,CPO,盛合晶微,,待核,https://www.jiuyangongshe.com/a/3fmf5ejv8n3,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一高端TGV玻璃通孔设备全国产化 ⭐⭐⭐⭐⭐ 🌟 盛美上海🔥 688082 TSV；时间：2026-07-04 16:07:41；摘录：韭芯 春风吹又生的老韭菜 2026-07-04 16:07:41 关注 华为韬定律 ①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一
高速互联,CPO,韭研公社,CPO,华大九天,,待核,https://www.jiuyangongshe.com/a/3fmf5ejv8n3,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一高端TGV玻璃通孔设备全国产化 ⭐⭐⭐⭐⭐ 🌟 盛美上海🔥 688082 TSV；时间：2026-07-04 16:07:41；摘录：韭芯 春风吹又生的老韭菜 2026-07-04 16:07:41 关注 华为韬定律 ①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一
高速互联,CPO,韭研公社,CPO,中芯国际,,待核,https://www.jiuyangongshe.com/a/3fmf5ejv8n3,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一高端TGV玻璃通孔设备全国产化 ⭐⭐⭐⭐⭐ 🌟 盛美上海🔥 688082 TSV；时间：2026-07-04 16:07:41；摘录：韭芯 春风吹又生的老韭菜 2026-07-04 16:07:41 关注 华为韬定律 ①华为昇腾1.6T/3.2T CPO光引擎独家供货（全光低时延）；②国内唯一
高速互联,CPO,韭研公社,CPO,华大九天,,待核,https://www.jiuyangongshe.com/a/1hrjftyp91n,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,"帖子：ckaged Optics, CPO），这被认为是突破传统电气互连物理极限的关键方向，有望让芯片间通信能效提高5-10倍。这也印证了您的观点：当传统材料遇到瓶颈；时间：2026-07-04 14:49:01；摘录：只要锄头挥的好 2026-07-04 14:49:01 关注 告别“摩尔定律”！华为V2论文印证：AI芯片正式迈入“全栈协同优化”新纪元 ckaged Opti"
高速互联,CPO,韭研公社,CPO,概伦电子,,待核,https://www.jiuyangongshe.com/a/1hrjftyp91n,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,"帖子：ckaged Optics, CPO），这被认为是突破传统电气互连物理极限的关键方向，有望让芯片间通信能效提高5-10倍。这也印证了您的观点：当传统材料遇到瓶颈；时间：2026-07-04 14:49:01；摘录：只要锄头挥的好 2026-07-04 14:49:01 关注 告别“摩尔定律”！华为V2论文印证：AI芯片正式迈入“全栈协同优化”新纪元 ckaged Opti"
高速互联,CPO,韭研公社,CPO,通富微电,,待核,https://www.jiuyangongshe.com/a/1hrjftyp91n,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,"帖子：ckaged Optics, CPO），这被认为是突破传统电气互连物理极限的关键方向，有望让芯片间通信能效提高5-10倍。这也印证了您的观点：当传统材料遇到瓶颈；时间：2026-07-04 14:49:01；摘录：只要锄头挥的好 2026-07-04 14:49:01 关注 告别“摩尔定律”！华为V2论文印证：AI芯片正式迈入“全栈协同优化”新纪元 ckaged Opti"
高速互联,CPO,韭研公社,CPO,长电科技,,待核,https://www.jiuyangongshe.com/a/1hrjftyp91n,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,"帖子：ckaged Optics, CPO），这被认为是突破传统电气互连物理极限的关键方向，有望让芯片间通信能效提高5-10倍。这也印证了您的观点：当传统材料遇到瓶颈；时间：2026-07-04 14:49:01；摘录：只要锄头挥的好 2026-07-04 14:49:01 关注 告别“摩尔定律”！华为V2论文印证：AI芯片正式迈入“全栈协同优化”新纪元 ckaged Opti"
高速互联,CPO,韭研公社,CPO,华天科技,,待核,https://www.jiuyangongshe.com/a/1hrjftyp91n,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,"帖子：ckaged Optics, CPO），这被认为是突破传统电气互连物理极限的关键方向，有望让芯片间通信能效提高5-10倍。这也印证了您的观点：当传统材料遇到瓶颈；时间：2026-07-04 14:49:01；摘录：只要锄头挥的好 2026-07-04 14:49:01 关注 告别“摩尔定律”！华为V2论文印证：AI芯片正式迈入“全栈协同优化”新纪元 ckaged Opti"
高速互联,PCB,韭研公社,PCB,申菱环境,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：决定吞吐、光模块决定通信、高端PCB决定互联、先进封装决定集成、上游材料决定成本边界。订单、价格、稼动率同步改善的环节，中报预告就是新催化！ 1）存储：涨价周期；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 决定吞吐、光模块决定
高速互联,PCB,韭研公社,PCB,中石科技,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：决定吞吐、光模块决定通信、高端PCB决定互联、先进封装决定集成、上游材料决定成本边界。订单、价格、稼动率同步改善的环节，中报预告就是新催化！ 1）存储：涨价周期；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 决定吞吐、光模块决定
高速互联,PCB,韭研公社,PCB,思泉新材,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：决定吞吐、光模块决定通信、高端PCB决定互联、先进封装决定集成、上游材料决定成本边界。订单、价格、稼动率同步改善的环节，中报预告就是新催化！ 1）存储：涨价周期；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 决定吞吐、光模块决定
高速互联,PCB,韭研公社,PCB,中际旭创,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：决定吞吐、光模块决定通信、高端PCB决定互联、先进封装决定集成、上游材料决定成本边界。订单、价格、稼动率同步改善的环节，中报预告就是新催化！ 1）存储：涨价周期；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 决定吞吐、光模块决定
高速互联,PCB,韭研公社,PCB,生益科技,,待核,https://www.jiuyangongshe.com/a/3fmfljg5zaw,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：决定吞吐、光模块决定通信、高端PCB决定互联、先进封装决定集成、上游材料决定成本边界。订单、价格、稼动率同步改善的环节，中报预告就是新催化！ 1）存储：涨价周期；时间：2026-07-04 22:36:51；摘录：小橘子学交易 只买龙头的龙头选手 2026-07-04 22:36:51 关注 【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 决定吞吐、光模块决定
高速互联,PCB,韭研公社,PCB,江波龙,,待核,https://www.jiuyangongshe.com/a/3y3epvsl8l6,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：决定吞吐、光模块决定通信、高端PCB决定互联、先进封装决定集成、上游材料决定成本边界。订单、价格、稼动率同步改善的环节，中报预告就是新催化！ 1）存储：涨价周期；时间：2026-07-04 21:50:22；摘录：孤独成功 中线波段的龙头选手 2026-07-04 21:50:22 关注 谁是下一个江波龙？ 决定吞吐、光模块决定通信、高端PCB决定互联、先进封装决定集成、
高速互联,PCB,韭研公社,PCB,生益科技,,待核,https://www.jiuyangongshe.com/a/2z5gats00h4,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：决定吞吐、光模块决定通信、高端PCB决定互联、先进封装决定集成、上游材料决定成本边界。订单、价格、稼动率同步改善的环节，中报预告就是新催化！ 1）存储：涨价周期；时间：2026-07-04 20:38:41；摘录：戈壁淘金 只买龙头的老司机 2026-07-04 20:38:41 关注 ‼️【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 决定吞吐、光模块决定通
高速互联,PCB,韭研公社,PCB,紫光股份,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器件。 目前产业格局清晰：中低端材料和；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等
高速互联,PCB,韭研公社,PCB,锐捷网络,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器件。 目前产业格局清晰：中低端材料和；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等
高速互联,PCB,韭研公社,PCB,星网锐捷,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器件。 目前产业格局清晰：中低端材料和；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等
高速互联,PCB,韭研公社,PCB,中兴通讯,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器件。 目前产业格局清晰：中低端材料和；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等
高速互联,PCB,韭研公社,PCB,工业富联,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器件。 目前产业格局清晰：中低端材料和；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等
