"kind","name","status","wiki_path","wiki_sync_status","wiki_skip_reason","score","action","has_industry_logic","has_valuation_funds","has_technical_structure","has_score_reason","has_evidence_source","has_history","has_next_trigger","pending_reason","sample_reason","evidence_path","sample_confidence","confidence_reason","is_a_qualified","a_gap_reason","has_global_anchor","has_ashare_anchor","has_elasticity_or_counterexample","parent_topic","sample_role","blocker_type","has_davis_path","technical_source","technical_tool","technical_arguments","technical_structured_ready","technical_actual_source","technical_fallback_used","technical_confidence","technical_warnings","technical_cross_source_validated","technical_cross_source_ok"
"stock","Shin-Etsu","已评分","entities/stocks/Shin-Etsu.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","TOK","已评分","entities/stocks/TOK.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","TSMC","已评分","entities/stocks/TSMC.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","61","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `全球锚`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核 约束。","是","否","否","AI产业链 - 先进制程代工","全球锚","上游题材仍未达A；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Tokyo Electron","已评分","entities/stocks/Tokyo Electron.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","UMC","已评分","entities/stocks/UMC.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","中微公司","已评分","entities/stocks/中微公司.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","中船特气","已评分","entities/stocks/中船特气.md","已同步","","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","高纯度高波动样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","北方华创","已评分","entities/stocks/北方华创.md","已同步","","55","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","安集科技","已评分","entities/stocks/安集科技.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `A股承接锚`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核 约束。","否","是","否","AI产业链 - 先进制程代工","A股承接锚","上游题材仍未达A；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","拓荆科技","已评分","entities/stocks/拓荆科技.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","55","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","沪硅产业","已评分","entities/stocks/沪硅产业.md","已同步","","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","盛美上海","已评分","entities/stocks/盛美上海.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","芯源微","已评分","entities/stocks/芯源微.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","55","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","雅克科技","已评分","entities/stocks/雅克科技.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","鼎龙股份","已评分","entities/stocks/鼎龙股份.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","来自 `晶圆制造与材料`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 先进制程代工","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Anthropic","已评分","entities/stocks/Anthropic.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","52","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `弹性样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","弹性样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Cohere","已评分","entities/stocks/Cohere.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Google DeepMind","已评分","entities/stocks/Google DeepMind.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Hugging Face","已评分","entities/stocks/Hugging Face.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Meta AI","已评分","entities/stocks/Meta AI.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","52","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","MiniMax","已评分","entities/stocks/MiniMax.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Mistral","已评分","entities/stocks/Mistral.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","OpenAI","已评分","entities/stocks/OpenAI.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","53","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `全球锚`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核 约束。","是","否","否","AI产业链 - 推理引擎","全球锚","上游题材仍未达A；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Perplexity","已评分","entities/stocks/Perplexity.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","52","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Runway","已评分","entities/stocks/Runway.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","52","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Scale AI","已评分","entities/stocks/Scale AI.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","52","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Stability AI","已评分","entities/stocks/Stability AI.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Together AI","已评分","entities/stocks/Together AI.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","xAI","已评分","entities/stocks/xAI.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","商汤科技","已评分","entities/stocks/商汤科技.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","字节豆包","已评分","entities/stocks/字节豆包.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","智谱AI","已评分","entities/stocks/智谱AI.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","月之暗面","已评分","entities/stocks/月之暗面.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","百川智能","已评分","entities/stocks/百川智能.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","百度文心","已评分","entities/stocks/百度文心.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","53","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `A股承接锚`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核 约束。","否","是","否","AI产业链 - 推理引擎","A股承接锚","上游题材仍未达A；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","腾讯混元","已评分","entities/stocks/腾讯混元.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","阶跃星辰","已评分","entities/stocks/阶跃星辰.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","阿里通义","已评分","entities/stocks/阿里通义.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `模型层`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 推理引擎","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
